GO_ID,GO_term,Category,gene_name
GO:0005515,protein binding,Function,ycaL
GO:0005515,protein binding,Function,grpE
GO:0005515,protein binding,Function,hcaD
GO:0005515,protein binding,Function,ftsQ
GO:0005515,protein binding,Function,tatB
GO:0005515,protein binding,Function,recG
GO:0005515,protein binding,Function,gsk
GO:0005515,protein binding,Function,fic
GO:0005515,protein binding,Function,nfi
GO:0005515,protein binding,Function,pspA
GO:0005515,protein binding,Function,ppsR
GO:0005515,protein binding,Function,cheY
GO:0005515,protein binding,Function,cheB
GO:0005515,protein binding,Function,cheA
GO:0005515,protein binding,Function,phr
GO:0005515,protein binding,Function,yceA
GO:0005515,protein binding,Function,malT
GO:0005515,protein binding,Function,dinJ
GO:0005515,protein binding,Function,hprR
GO:0005515,protein binding,Function,dicB
GO:0005515,protein binding,Function,pepD
GO:0005515,protein binding,Function,coaD
GO:0005515,protein binding,Function,hcxA
GO:0005515,protein binding,Function,fryA
GO:0005515,protein binding,Function,gspE
GO:0005515,protein binding,Function,nusA
GO:0005515,protein binding,Function,clpP
GO:0005515,protein binding,Function,ybaK
GO:0005515,protein binding,Function,pntB
GO:0005515,protein binding,Function,lysS
GO:0005515,protein binding,Function,mreD
GO:0005515,protein binding,Function,rluD
GO:0005515,protein binding,Function,flgM
GO:0005515,protein binding,Function,ycdX
GO:0005515,protein binding,Function,sixA
GO:0005515,protein binding,Function,leuS
GO:0005515,protein binding,Function,tsaB
GO:0005515,protein binding,Function,pta
GO:0005515,protein binding,Function,iraP
GO:0005515,protein binding,Function,kduI
GO:0005515,protein binding,Function,ftsX
GO:0005515,protein binding,Function,astE
GO:0005515,protein binding,Function,aspA
GO:0005515,protein binding,Function,surA
GO:0005515,protein binding,Function,kdpA
GO:0005515,protein binding,Function,yjjW
GO:0005515,protein binding,Function,fliN
GO:0005515,protein binding,Function,iraD
GO:0005515,protein binding,Function,sxy
GO:0005515,protein binding,Function,aceK
GO:0005515,protein binding,Function,degP
GO:0005515,protein binding,Function,casE
GO:0005515,protein binding,Function,dmsA
GO:0005515,protein binding,Function,atl
GO:0005515,protein binding,Function,dapF
GO:0005515,protein binding,Function,gltA
GO:0005515,protein binding,Function,bfd
GO:0005515,protein binding,Function,yjgL
GO:0005515,protein binding,Function,rpoC
GO:0005515,protein binding,Function,yegS
GO:0005515,protein binding,Function,sufC
GO:0005515,protein binding,Function,phoA
GO:0005515,protein binding,Function,chbA
GO:0005515,protein binding,Function,fau
GO:0005515,protein binding,Function,rplN
GO:0005515,protein binding,Function,ribA
GO:0005515,protein binding,Function,abpB
GO:0005515,protein binding,Function,fimD
GO:0005515,protein binding,Function,glpD
GO:0005515,protein binding,Function,cytR
GO:0005515,protein binding,Function,cbeA
GO:0005515,protein binding,Function,ycjY
GO:0005515,protein binding,Function,exbB
GO:0005515,protein binding,Function,recT
GO:0005515,protein binding,Function,tfaE
GO:0005515,protein binding,Function,cas2
GO:0005515,protein binding,Function,rfaH
GO:0005515,protein binding,Function,dnaB
GO:0005515,protein binding,Function,moaD
GO:0005515,protein binding,Function,tdcD
GO:0005515,protein binding,Function,tyrR
GO:0005515,protein binding,Function,ybeZ
GO:0005515,protein binding,Function,fixA
GO:0005515,protein binding,Function,ssuD
GO:0005515,protein binding,Function,ppiB
GO:0005515,protein binding,Function,seqA
GO:0005515,protein binding,Function,srlR
GO:0005515,protein binding,Function,metQ
GO:0005515,protein binding,Function,phnI
GO:0005515,protein binding,Function,ccmD
GO:0005515,protein binding,Function,tufB
GO:0005515,protein binding,Function,rluB
GO:0005515,protein binding,Function,zipA
GO:0005515,protein binding,Function,tig
GO:0005515,protein binding,Function,fliJ
GO:0005515,protein binding,Function,malF
GO:0005515,protein binding,Function,syd
GO:0005515,protein binding,Function,sucA
GO:0005515,protein binding,Function,ygdG
GO:0005515,protein binding,Function,yfdH
GO:0005515,protein binding,Function,sdaA
GO:0005515,protein binding,Function,groS
GO:0005515,protein binding,Function,casA
GO:0005515,protein binding,Function,argG
GO:0005515,protein binding,Function,mutL
GO:0005515,protein binding,Function,tar
GO:0005515,protein binding,Function,rpsR
GO:0005515,protein binding,Function,lacY
GO:0005515,protein binding,Function,yejF
GO:0005515,protein binding,Function,lpp
GO:0005515,protein binding,Function,mazF
GO:0005515,protein binding,Function,fbaA
GO:0005515,protein binding,Function,rpsB
GO:0005515,protein binding,Function,hypE
GO:0005515,protein binding,Function,cyoB
GO:0005515,protein binding,Function,btsR
GO:0005515,protein binding,Function,melA
GO:0005515,protein binding,Function,rzpR
GO:0005515,protein binding,Function,rnlB
GO:0005515,protein binding,Function,insX
GO:0005515,protein binding,Function,yahB
GO:0005515,protein binding,Function,cusA
GO:0005515,protein binding,Function,abgB
GO:0005515,protein binding,Function,rseB
GO:0005515,protein binding,Function,priA
GO:0005515,protein binding,Function,galE
GO:0005515,protein binding,Function,ibpB
GO:0005515,protein binding,Function,mgtA
GO:0005515,protein binding,Function,yafJ
GO:0005515,protein binding,Function,tktA
GO:0005515,protein binding,Function,cobB
GO:0005515,protein binding,Function,malK
GO:0005515,protein binding,Function,acrR
GO:0005515,protein binding,Function,lipA
GO:0005515,protein binding,Function,trxB
GO:0005515,protein binding,Function,degQ
GO:0005515,protein binding,Function,preA
GO:0005515,protein binding,Function,ldcC
GO:0005515,protein binding,Function,sucD
GO:0005515,protein binding,Function,cspG
GO:0005515,protein binding,Function,lpoA
GO:0005515,protein binding,Function,infB
GO:0005515,protein binding,Function,cysD
GO:0005515,protein binding,Function,narH
GO:0005515,protein binding,Function,trxA
GO:0005515,protein binding,Function,alkA
GO:0005515,protein binding,Function,trxC
GO:0005515,protein binding,Function,pqiB
GO:0005515,protein binding,Function,rcsF
GO:0005515,protein binding,Function,sapF
GO:0005515,protein binding,Function,mepS
GO:0005515,protein binding,Function,metE
GO:0005515,protein binding,Function,gyrA
GO:0005515,protein binding,Function,nrdG
GO:0005515,protein binding,Function,ybjQ
GO:0005515,protein binding,Function,sufE
GO:0005515,protein binding,Function,rsmD
GO:0005515,protein binding,Function,gss
GO:0005515,protein binding,Function,caiC
GO:0005515,protein binding,Function,ydgJ
GO:0005515,protein binding,Function,eco
GO:0005515,protein binding,Function,serC
GO:0005515,protein binding,Function,murI
GO:0005515,protein binding,Function,sbcD
GO:0005515,protein binding,Function,mlaF
GO:0005515,protein binding,Function,clpX
GO:0005515,protein binding,Function,xseA
GO:0005515,protein binding,Function,bglG
GO:0005515,protein binding,Function,atpG
GO:0005515,protein binding,Function,tsf
GO:0005515,protein binding,Function,purT
GO:0005515,protein binding,Function,alkB
GO:0005515,protein binding,Function,pyrB
GO:0005515,protein binding,Function,sgrT
GO:0005515,protein binding,Function,tag
GO:0005515,protein binding,Function,sfsA
GO:0005515,protein binding,Function,lptA
GO:0005515,protein binding,Function,dmsB
GO:0005515,protein binding,Function,fadH
GO:0005515,protein binding,Function,rraB
GO:0005515,protein binding,Function,rpoA
GO:0005515,protein binding,Function,ypjF
GO:0005515,protein binding,Function,rplO
GO:0005515,protein binding,Function,abpA
GO:0005515,protein binding,Function,rne
GO:0005515,protein binding,Function,metJ
GO:0005515,protein binding,Function,mltG
GO:0005515,protein binding,Function,fetA
GO:0005515,protein binding,Function,dgcZ
GO:0005515,protein binding,Function,fliD
GO:0005515,protein binding,Function,mlc
GO:0005515,protein binding,Function,moaE
GO:0005515,protein binding,Function,recA
GO:0005515,protein binding,Function,fixB
GO:0005515,protein binding,Function,ghrB
GO:0005515,protein binding,Function,nfuA
GO:0005515,protein binding,Function,hns
GO:0005515,protein binding,Function,osmY
GO:0005515,protein binding,Function,murE
GO:0005515,protein binding,Function,phnJ
GO:0005515,protein binding,Function,yjjI
GO:0005515,protein binding,Function,malG
GO:0005515,protein binding,Function,tatA
GO:0005515,protein binding,Function,ilvB
GO:0005515,protein binding,Function,dctA
GO:0005515,protein binding,Function,chpS
GO:0005515,protein binding,Function,rplK
GO:0005515,protein binding,Function,hypC
GO:0005515,protein binding,Function,fldA
GO:0005515,protein binding,Function,napD
GO:0005515,protein binding,Function,ycbX
GO:0005515,protein binding,Function,ftsA
GO:0005515,protein binding,Function,ccmC
GO:0005515,protein binding,Function,fhuA
GO:0005515,protein binding,Function,proQ
GO:0005515,protein binding,Function,dctR
GO:0005515,protein binding,Function,yhbY
GO:0005515,protein binding,Function,hchA
GO:0005515,protein binding,Function,gadA
GO:0005515,protein binding,Function,mdtB
GO:0005515,protein binding,Function,frsA
GO:0005515,protein binding,Function,uspC
GO:0005515,protein binding,Function,clpA
GO:0005515,protein binding,Function,vsr
GO:0005515,protein binding,Function,pykA
GO:0005515,protein binding,Function,ybdM
GO:0005515,protein binding,Function,atpD
GO:0005515,protein binding,Function,ispF
GO:0005515,protein binding,Function,glf
GO:0005515,protein binding,Function,rodZ
GO:0005515,protein binding,Function,lhgO
GO:0005515,protein binding,Function,aroH
GO:0005515,protein binding,Function,selA
GO:0005515,protein binding,Function,ftsB
GO:0005515,protein binding,Function,rpsL
GO:0005515,protein binding,Function,rpmF
GO:0005515,protein binding,Function,rplL
GO:0005515,protein binding,Function,sgbH
GO:0005515,protein binding,Function,pflA
GO:0005515,protein binding,Function,adhE
GO:0005515,protein binding,Function,ymgF
GO:0005515,protein binding,Function,rbsR
GO:0005515,protein binding,Function,acrB
GO:0005515,protein binding,Function,rep
GO:0005515,protein binding,Function,rutR
GO:0005515,protein binding,Function,argK
GO:0005515,protein binding,Function,pdeR
GO:0005515,protein binding,Function,ssuE
GO:0005515,protein binding,Function,dps
GO:0005515,protein binding,Function,eutQ
GO:0005515,protein binding,Function,mrcA
GO:0005515,protein binding,Function,scpA
GO:0005515,protein binding,Function,phnG
GO:0005515,protein binding,Function,dinG
GO:0005515,protein binding,Function,holE
GO:0005515,protein binding,Function,iscA
GO:0005515,protein binding,Function,ispB
GO:0005515,protein binding,Function,ycfP
GO:0005515,protein binding,Function,mutT
GO:0005515,protein binding,Function,thiG
GO:0005515,protein binding,Function,minE
GO:0005515,protein binding,Function,ccmG
GO:0005515,protein binding,Function,gatY
GO:0005515,protein binding,Function,pgaD
GO:0005515,protein binding,Function,yhbU
GO:0005515,protein binding,Function,spoT
GO:0005515,protein binding,Function,cydB
GO:0005515,protein binding,Function,entB
GO:0005515,protein binding,Function,hipA
GO:0005515,protein binding,Function,waaC
GO:0005515,protein binding,Function,fdoG
GO:0005515,protein binding,Function,metK
GO:0005515,protein binding,Function,ftsK
GO:0005515,protein binding,Function,cheW
GO:0005515,protein binding,Function,ribD
GO:0005515,protein binding,Function,mqsR
GO:0005515,protein binding,Function,rbsC
GO:0005515,protein binding,Function,brnQ
GO:0005515,protein binding,Function,tusA
GO:0005515,protein binding,Function,dnaQ
GO:0005515,protein binding,Function,luxS
GO:0005515,protein binding,Function,proW
GO:0005515,protein binding,Function,intQ
GO:0005515,protein binding,Function,zwf
GO:0005515,protein binding,Function,moeA
GO:0005515,protein binding,Function,yihI
GO:0005515,protein binding,Function,uvrB
GO:0005515,protein binding,Function,atpA
GO:0005515,protein binding,Function,tonB
GO:0005515,protein binding,Function,grcA
GO:0005515,protein binding,Function,ssb
GO:0005515,protein binding,Function,bglJ
GO:0005515,protein binding,Function,aroE
GO:0005515,protein binding,Function,ruvC
GO:0005515,protein binding,Function,yeiW
GO:0005515,protein binding,Function,yjhC
GO:0005515,protein binding,Function,purA
GO:0005515,protein binding,Function,dapE
GO:0005515,protein binding,Function,tatC
GO:0005515,protein binding,Function,yadG
GO:0005515,protein binding,Function,mfd
GO:0005515,protein binding,Function,holA
GO:0005515,protein binding,Function,ugd
GO:0005515,protein binding,Function,pnp
GO:0005515,protein binding,Function,crp
GO:0005515,protein binding,Function,ahpC
GO:0005515,protein binding,Function,frlD
GO:0005515,protein binding,Function,ompA
GO:0005515,protein binding,Function,macB
GO:0005515,protein binding,Function,mukB
GO:0005515,protein binding,Function,nfsA
GO:0005515,protein binding,Function,yhbQ
GO:0005515,protein binding,Function,lepA
GO:0005515,protein binding,Function,narY
GO:0005515,protein binding,Function,yccU
GO:0005515,protein binding,Function,yhaV
GO:0005515,protein binding,Function,secB
GO:0005515,protein binding,Function,hfq
GO:0005515,protein binding,Function,fimH
GO:0005515,protein binding,Function,carA
GO:0005515,protein binding,Function,bioB
GO:0005515,protein binding,Function,ompW
GO:0005515,protein binding,Function,matP
GO:0042594,response to starvation,Process,cspD
GO:0042594,response to starvation,Process,uspD
GO:0042594,response to starvation,Process,sspA
GO:0042594,response to starvation,Process,gpp
GO:0042594,response to starvation,Process,dps
GO:0042594,response to starvation,Process,spoT
GO:0042594,response to starvation,Process,ddpX
GO:0042594,response to starvation,Process,relA
GO:0045893,"positive regulation of transcription, DNA-templated",Process,ftsK
GO:0045893,"positive regulation of transcription, DNA-templated",Process,crp
GO:0045893,"positive regulation of transcription, DNA-templated",Process,ompR
GO:0045893,"positive regulation of transcription, DNA-templated",Process,cueR
GO:0045893,"positive regulation of transcription, DNA-templated",Process,arcA
GO:0045893,"positive regulation of transcription, DNA-templated",Process,atoC
GO:0045893,"positive regulation of transcription, DNA-templated",Process,yqhC
GO:0045893,"positive regulation of transcription, DNA-templated",Process,pspF
GO:0045893,"positive regulation of transcription, DNA-templated",Process,feaR
GO:0045893,"positive regulation of transcription, DNA-templated",Process,ada
GO:0045893,"positive regulation of transcription, DNA-templated",Process,dcuR
GO:0045893,"positive regulation of transcription, DNA-templated",Process,ttdR
GO:0045893,"positive regulation of transcription, DNA-templated",Process,sutR
GO:0045893,"positive regulation of transcription, DNA-templated",Process,cadC
GO:0045893,"positive regulation of transcription, DNA-templated",Process,dmlR
GO:0045893,"positive regulation of transcription, DNA-templated",Process,phoP
GO:0045893,"positive regulation of transcription, DNA-templated",Process,argP
GO:0045893,"positive regulation of transcription, DNA-templated",Process,crl
GO:0045893,"positive regulation of transcription, DNA-templated",Process,rclR
GO:0045893,"positive regulation of transcription, DNA-templated",Process,tdcA
GO:0045893,"positive regulation of transcription, DNA-templated",Process,rcsB
GO:0045893,"positive regulation of transcription, DNA-templated",Process,cpxR
GO:0045893,"positive regulation of transcription, DNA-templated",Process,creB
GO:0045893,"positive regulation of transcription, DNA-templated",Process,sspA
